report_date,asset,avg_liquidity_ratio,turnover_usd,volatility_index
2025-03-01,MATIC,0.8709,25932577.3,0.6695
2025-03-02,BTC,1.0801,35723988.93,0.4252
2025-03-02,ETH,1.9126,29532905.61,0.668
2025-03-02,SOL,0.901,35599996.79,0.4204
2025-03-02,BNB,1.2695,4839863.58,0.2396
2025-03-02,XRP,0.867,42201581.16,0.4608
2025-03-02,ADA,2.3826,25807289.3,0.2773
2025-03-02,DOT,2.0053,11026344.09,0.3499
2025-03-02,MATIC,2.0493,39363527.64,0.3323
2025-03-03,BTC,0.9992,18456805.32,0.7226
2025-03-03,ETH,1.9893,40574774.79,0.3707
2025-03-03,SOL,2.358,23840535.51,0.4483
2025-03-03,BNB,2.2789,24809585.85,0.6608
2025-03-03,XRP,1.9633,6314934.25,0.5217
2025-03-03,ADA,2.1157,25909924.69,0.3248
2025-03-03,DOT,0.9281,30758607.3,0.3145
2025-03-03,MATIC,1.7642,20896875.06,0.5828
2025-03-04,BTC,1.3625,4778916.84,0.709
2025-03-04,ETH,1.3641,44922325.11,0.2922
2025-03-04,SOL,2.368,42811983.9,0.1525
2025-03-04,BNB,1.82,18259067.49,0.6608
2025-03-04,XRP,1.8871,43017154.64,0.1999
2025-03-04,ADA,1.7721,35815102.73,0.1244
2025-03-04,DOT,0.9076,35697645.69,0.3564
2025-03-04,MATIC,1.4126,26824274.95,0.5236
2025-03-05,BTC,1.8865,42850588.23,0.3604
2025-03-05,ETH,2.0209,27104714.69,0.4706
2025-03-05,SOL,1.4369,30281550.94,0.2747
2025-03-05,BNB,0.9815,33898344.1,0.4493
2025-03-05,XRP,1.4192,26590253.85,0.2832
2025-03-05,ADA,1.2165,21743470.72,0.7975
2025-03-05,DOT,1.2569,41492114.2,0.4438
2025-03-05,MATIC,0.9962,38818704.2,0.4164
2025-03-06,BTC,2.2379,21694670.1,0.1615
2025-03-06,ETH,1.8911,38511891.2,0.3237
2025-03-06,SOL,1.3559,5727441.29,0.4795
2025-03-06,BNB,2.2261,38757206.13,0.5983
2025-03-06,XRP,2.2837,29783400.95,0.6556
2025-03-06,ADA,1.614,8097223.11,0.2407
2025-03-06,DOT,1.0222,36195668.55,0.1184
2025-03-06,MATIC,1.6864,18494268.95,0.6626
2025-03-07,BTC,1.6826,28701831.23,0.1604
2025-03-07,ETH,1.2949,44982991.85,0.6032
2025-03-07,SOL,1.6411,35304911.12,0.6763
2025-03-07,BNB,0.918,43839948.72,0.5496
2025-03-07,XRP,1.52,31564577.61,0.3412
2025-03-07,ADA,2.2047,35771043.01,0.5479
2025-03-07,DOT,1.0911,43583113.79,0.4028
2025-03-07,MATIC,2.2571,5327339.7,0.1869
2025-03-08,BTC,1.0448,9915597.36,0.3259
2025-03-08,ETH,1.9349,17532969.46,0.7586
2025-03-08,SOL,2.2319,38529215.66,0.2754
2025-03-08,BNB,1.8161,26135339.45,0.1876
2025-03-08,XRP,1.2845,25406077.25,0.4518
2025-03-08,ADA,1.0698,42547493.49,0.2079
2025-03-08,DOT,1.854,33266576.27,0.5236
2025-03-08,MATIC,2.148,26671957.45,0.6777
2025-03-09,BTC,0.8454,4909395.74,0.549
2025-03-09,ETH,1.7228,30347459.05,0.6369
2025-03-09,SOL,1.4665,29837630.07,0.4486
2025-03-09,BNB,1.8035,15166209.59,0.7697
2025-03-09,XRP,1.5727,36796902.48,0.5795
2025-03-09,ADA,1.2759,6064867.07,0.1419
2025-03-09,DOT,1.5034,23338547.46,0.2428
2025-03-09,MATIC,1.7707,16128464.97,0.6029
2025-03-10,BTC,1.9747,39152649.36,0.7828
2025-03-10,ETH,1.0092,18562688.32,0.4932
2025-03-10,SOL,1.3106,22591847.82,0.2872
2025-03-10,BNB,1.1967,7066089.41,0.3031
2025-03-10,XRP,1.4146,28845852.65,0.2738
2025-03-10,ADA,2.1845,9707385.81,0.3292
2025-03-10,DOT,1.7243,16134026.68,0.6342
2025-03-10,MATIC,1.5972,24618443.25,0.4491
2025-03-11,BTC,1.2937,3973404.53,0.7617
2025-03-11,ETH,1.6087,43600838.48,0.2506
2025-03-11,SOL,1.3646,5122696.99,0.4464
2025-03-11,BNB,2.2117,30478921.55,0.4294
2025-03-11,XRP,1.6587,38581239.35,0.4016
2025-03-11,ADA,2.2119,33555338.66,0.6347
2025-03-11,DOT,1.3855,19824428.08,0.4992
2025-03-11,MATIC,1.1114,26235362.92,0.1515
2025-03-12,BTC,1.6068,35104972.82,0.2958
2025-03-12,ETH,2.3825,31576742.88,0.1832
2025-03-12,SOL,2.3601,19543955.93,0.6564
2025-03-12,BNB,1.3425,42435839.81,0.6285
2025-03-12,XRP,1.1185,24383145.68,0.4501
2025-03-12,ADA,0.8725,8755527.69,0.3331
2025-03-12,DOT,1.558,22193519.49,0.5244
2025-03-12,MATIC,1.6248,16774565.6,0.5291
2025-03-13,BTC,1.06,44605860.98,0.6175
2025-03-13,ETH,1.2788,17127684.99,0.6798
2025-03-13,SOL,1.6517,32767071.87,0.3099
2025-03-13,BNB,2.1052,18471028.01,0.5717
2025-03-13,XRP,2.3678,27515489.96,0.6577
2025-03-13,ADA,1.9605,31897833.35,0.1187
2025-03-13,DOT,1.5593,43616969.24,0.648
2025-03-13,MATIC,2.0419,27260644.63,0.605
2025-03-14,BTC,1.7336,10161506.59,0.5403
2025-03-14,ETH,1.7916,38329019.25,0.2034
2025-03-14,SOL,1.8892,4325961.56,0.7637
2025-03-14,BNB,0.9758,3795369.44,0.3196
2025-03-14,XRP,1.0423,32001010.96,0.3873
2025-03-14,ADA,2.04,41661879.9,0.711
2025-03-14,DOT,1.9773,5615814.01,0.1967
2025-03-14,MATIC,1.1317,16652080.45,0.5636
2025-03-15,BTC,1.6408,16177609.15,0.2212
2025-03-15,ETH,2.2594,17377734.74,0.348
2025-03-15,SOL,2.0352,33278831.58,0.5503
2025-03-15,BNB,1.9093,28623216.36,0.2346
2025-03-15,XRP,1.1944,26439639.33,0.2574
2025-03-15,ADA,2.3567,15499811.74,0.3023
2025-03-15,DOT,1.1316,32609506.91,0.3219
2025-03-15,MATIC,1.3581,42215415.74,0.6568
2025-03-16,BTC,1.2375,8118712.44,0.5736
2025-03-16,ETH,1.4075,44166742.57,0.6729
2025-03-16,SOL,2.3274,36793865.03,0.3033
2025-03-16,BNB,1.2602,32993934.07,0.3425
2025-03-16,XRP,1.5078,13770646.97,0.4354
2025-03-16,ADA,1.1233,25620272.8,0.7531
2025-03-16,DOT,1.9139,8765464.1,0.531
2025-03-16,MATIC,1.7389,13183237.61,0.5689
2025-03-17,BTC,1.6497,29793672.08,0.1367
2025-03-17,ETH,1.4613,33129038.36,0.1704
2025-03-17,SOL,2.0332,3217620.75,0.4852
2025-03-17,BNB,2.2866,20090112.96,0.7545
2025-03-17,XRP,2.2054,23052837.86,0.2396
2025-03-17,ADA,2.3423,16489043.49,0.5521
2025-03-17,DOT,2.2527,6757350.26,0.5019
2025-03-17,MATIC,1.6562,33370942.49,0.7557
2025-03-18,BTC,2.2612,10352720.57,0.7176
2025-03-18,ETH,1.0813,41624662.1,0.798
2025-03-18,SOL,1.4352,23806123.69,0.7556
2025-03-18,BNB,2.3394,41893667.31,0.7137
2025-03-18,XRP,0.8148,26854398.48,0.1751
2025-03-18,ADA,2.3728,14951589.4,0.7924
2025-03-18,DOT,1.6693,23744321.65,0.757
2025-03-18,MATIC,2.1617,22656872.3,0.235
2025-03-19,BTC,0.9802,9824759.03,0.4212
2025-03-19,ETH,1.2116,10820360.9,0.6156
2025-03-19,SOL,2.0652,26846811.34,0.6301
2025-03-19,BNB,1.0808,38958153.18,0.7279
2025-03-19,XRP,2.1232,24641787.68,0.1607
2025-03-19,ADA,1.8708,10760810.44,0.1984
2025-03-19,DOT,1.3178,13417977.51,0.2825
2025-03-19,MATIC,1.1768,34657779.37,0.7678
2025-03-20,BTC,1.2831,33361066.19,0.108
2025-03-20,ETH,1.8459,32096280.8,0.1435
2025-03-20,SOL,0.9892,15885866.36,0.3838
2025-03-20,BNB,1.604,40594971.53,0.5925
2025-03-20,XRP,1.2976,7931461.33,0.7413
2025-03-20,ADA,1.2721,28814268.82,0.2534
2025-03-20,DOT,1.0137,9433793.72,0.6234
2025-03-20,MATIC,1.7692,20465515.85,0.4845
2025-03-21,BTC,1.5533,25575742.88,0.5649
2025-03-21,ETH,1.1495,13393548.03,0.6283
2025-03-21,SOL,2.197,6438552.87,0.4127
2025-03-21,BNB,1.926,6280314.33,0.4949
2025-03-21,XRP,0.8988,26001268.45,0.4538
2025-03-21,ADA,1.7163,9293800.02,0.3297
2025-03-21,DOT,1.6325,7882080.93,0.2438
2025-03-21,MATIC,1.733,6819549.07,0.4573
2025-03-22,BTC,2.0939,22044156.61,0.4593
2025-03-22,ETH,1.5309,5424944.8,0.4237
2025-03-22,SOL,2.0911,33377763.35,0.3772
2025-03-22,BNB,2.1063,34323788.28,0.5048
2025-03-22,XRP,0.8725,17470212.4,0.1446
2025-03-22,ADA,2.3906,42252477.55,0.1483
2025-03-22,DOT,2.294,4332864.58,0.3862
2025-03-22,MATIC,2.0304,35164762.68,0.7848
2025-03-23,BTC,1.8334,20655201.43,0.795
2025-03-23,ETH,1.412,39524051.98,0.7347
2025-03-23,SOL,1.401,31674674.87,0.5633
2025-03-23,BNB,1.6629,30448432.13,0.3434
2025-03-23,XRP,1.0856,25564856.43,0.4702
2025-03-23,ADA,1.9646,12352989.07,0.1024
2025-03-23,DOT,0.8364,15531245.53,0.5714
2025-03-23,MATIC,1.6711,25341211.56,0.6764
2025-03-24,BTC,1.196,17538708.87,0.293
2025-03-24,ETH,2.2999,33451005.73,0.179
2025-03-24,SOL,2.0952,20608105.14,0.6362
2025-03-24,BNB,2.214,3657123.45,0.2443
2025-03-24,XRP,0.9614,4410203.58,0.5184
2025-03-24,ADA,1.9253,5044405.49,0.6184
2025-03-24,DOT,1.4436,12842249.7,0.2521
2025-03-24,MATIC,2.182,5370649.47,0.4527
2025-03-25,BTC,1.2628,37263022.78,0.6121
2025-03-25,ETH,1.3102,28112542.32,0.5708
2025-03-25,SOL,1.3131,15674106.28,0.2003
2025-03-25,BNB,1.8563,12283795.1,0.3104
2025-03-25,XRP,0.8975,42837850.71,0.7158
2025-03-25,ADA,2.2585,29291711.78,0.399
2025-03-25,DOT,1.593,43836189.88,0.7591
2025-03-25,MATIC,1.8741,36003793.03,0.3231
2025-03-26,BTC,1.4661,9267139.53,0.3635
2025-03-26,ETH,2.0071,22887790.46,0.6945
2025-03-26,SOL,1.2812,32718225.49,0.664
2025-03-26,BNB,2.2636,26620209.88,0.7775
2025-03-26,XRP,1.6917,8631895.54,0.27
2025-03-26,ADA,1.1253,30161645.77,0.7456
2025-03-26,DOT,2.1554,6883487.85,0.6072
2025-03-26,MATIC,1.1048,14275386.69,0.5716
2025-03-27,BTC,1.7647,39692059.26,0.2317
2025-03-27,ETH,2.0187,33420820.07,0.4912
2025-03-27,SOL,1.567,39517901.76,0.3331
2025-03-27,BNB,2.3312,3644015.66,0.756
2025-03-27,XRP,2.3393,7927280.38,0.7997
2025-03-27,ADA,1.5663,13188913.64,0.5231
2025-03-27,DOT,1.1272,41435311.3,0.4865
2025-03-27,MATIC,2.0408,18987793.26,0.4736
2025-03-28,BTC,1.3748,13985588.35,0.459
2025-03-28,ETH,1.5956,7141545.73,0.7869
2025-03-28,SOL,1.5512,38268709.63,0.74
2025-03-28,BNB,1.3931,20385067.16,0.4938
2025-03-28,XRP,1.154,9128753.95,0.2825
2025-03-28,ADA,2.2956,27324002.89,0.3923
2025-03-28,DOT,1.0439,16854342.01,0.3659
2025-03-28,MATIC,2.1334,23970662.26,0.5582
2025-03-29,BTC,1.8958,13807723.82,0.6751
2025-03-29,ETH,2.3464,29951167.08,0.4434
2025-03-29,SOL,1.0692,36388971.6,0.2185
2025-03-29,BNB,1.9525,23509285.49,0.7418
2025-03-29,XRP,1.6674,29955997.45,0.1411
2025-03-29,ADA,0.8541,38561290.09,0.7616
2025-03-29,DOT,1.8691,35102231.43,0.3887
2025-03-29,MATIC,2.1481,12720202.47,0.595
2025-03-30,BTC,0.8146,24240782.63,0.3612
2025-03-30,ETH,1.7885,31003698.64,0.5316
2025-03-30,SOL,1.5731,23489884.13,0.1046
2025-03-30,BNB,1.6826,3497740.66,0.4706
2025-03-30,XRP,1.2396,44054132.63,0.112
2025-03-30,ADA,2.1011,31309383.99,0.6643
2025-03-30,DOT,2.2556,7494690.01,0.1674
2025-03-30,MATIC,1.0382,11061146.39,0.4685
2025-03-31,BTC,2.1043,14227638.94,0.3778
2025-03-31,ETH,1.3969,20053151.21,0.4955
2025-03-31,SOL,2.3844,12486004.61,0.5788
2025-03-31,BNB,2.1566,30456900.22,0.7008
2025-03-31,XRP,2.0153,6927021.23,0.3655
2025-03-31,ADA,1.6843,5356827.44,0.1066
2025-03-31,DOT,1.0742,23994052.51,0.4037
2025-03-31,MATIC,2.055,26765978.37,0.7006
2025-04-01,BTC,0.9526,25182685.8,0.1298
2025-04-01,ETH,1.1383,39460909.4,0.7213
2025-04-01,SOL,1.5608,4955602.77,0.152
2025-04-01,BNB,2.2809,40771089.34,0.4945
2025-04-01,XRP,0.8526,42008187.17,0.3201
2025-04-01,ADA,2.3384,27655516.37,0.6266
2025-04-01,DOT,1.9403,19728432.86,0.1539
2025-04-01,MATIC,1.0599,13099832.16,0.6843
2025-04-02,BTC,1.4227,40654082.21,0.3322
2025-04-02,ETH,2.009,8877924.96,0.7919
2025-04-02,SOL,1.9587,24033299.77,0.782
2025-04-02,BNB,0.8859,21357706.62,0.6871
2025-04-02,XRP,1.3449,35298237.44,0.7684
2025-04-02,ADA,1.4347,35489306.48,0.1207
2025-04-02,DOT,1.2373,44688606.89,0.4434
2025-04-02,MATIC,1.3693,42527999.49,0.4023
2025-04-03,BTC,1.8875,30748220.12,0.16
2025-04-03,ETH,1.7898,36518317.3,0.5992
2025-04-03,SOL,0.9313,9477280.48,0.5982
2025-04-03,BNB,1.8142,34065522.14,0.3217
2025-04-03,XRP,0.9705,3218199.34,0.3158
2025-04-03,ADA,1.3759,14330190.62,0.1928
2025-04-03,DOT,1.0998,21851434.43,0.4883
2025-04-03,MATIC,1.4529,4102999.97,0.3477
2025-04-04,BTC,0.9489,28117839.51,0.3271
2025-04-04,ETH,1.4164,15257588.75,0.3715
2025-04-04,SOL,0.9355,40847713.88,0.7336
2025-04-04,BNB,2.3651,27022338.09,0.2187
2025-04-04,XRP,1.4092,8831282.48,0.3108
2025-04-04,ADA,1.589,5657220.31,0.4043
2025-04-04,DOT,1.4738,23337715.19,0.1538
2025-04-04,MATIC,1.2027,13356782.87,0.5375
2025-04-05,BTC,1.7501,11213025.44,0.1749
2025-04-05,ETH,1.2875,42850585.42,0.3326
2025-04-05,SOL,1.7923,36771211.4,0.3307
2025-04-05,BNB,1.3356,37249969.74,0.7017
2025-04-05,XRP,2.3588,8717227.81,0.3245
2025-04-05,ADA,2.3156,11435762.53,0.3199
2025-04-05,DOT,2.3433,43686459.31,0.304
2025-04-05,MATIC,1.9119,23622307.14,0.5031
2025-04-06,BTC,1.1879,18794322.7,0.6715
2025-04-06,ETH,1.4287,7783288.59,0.4947
2025-04-06,SOL,1.7476,25916421.59,0.5772
2025-04-06,BNB,1.6802,43026193.68,0.4231
2025-04-06,XRP,1.9334,21415108.08,0.3039
2025-04-06,ADA,1.9085,37396553.86,0.657
2025-04-06,DOT,1.4546,23970735.04,0.5433
2025-04-06,MATIC,1.1872,30663844.68,0.6007
2025-04-07,BTC,2.0625,6106535.69,0.7935
2025-04-07,ETH,1.5668,19833814.09,0.4546
2025-04-07,SOL,2.2726,32051772.37,0.4806
2025-04-07,BNB,2.0652,18100238.71,0.7269
2025-04-07,XRP,1.659,29803575.41,0.1595
2025-04-07,ADA,2.0303,30619269.07,0.3485
2025-04-07,DOT,1.8352,4860461.13,0.7885
2025-04-07,MATIC,1.884,19783945.34,0.6269
2025-04-08,BTC,2.3451,21079132.84,0.1074
2025-04-08,ETH,1.214,24448402.1,0.4632
2025-04-08,SOL,1.7288,27159886.73,0.412
2025-04-08,BNB,1.4258,35438373.76,0.512
2025-04-08,XRP,1.6007,17488630.28,0.1172
2025-04-08,ADA,0.9673,20470968.0,0.7732
2025-04-08,DOT,0.9857,42508398.64,0.1992
2025-04-08,MATIC,1.299,22123970.68,0.2448
2025-04-09,BTC,1.5727,22998826.31,0.4067
2025-04-09,ETH,1.9148,16394197.92,0.3102
2025-04-09,SOL,2.0963,7833581.2,0.6944
2025-04-09,BNB,1.8368,31439851.98,0.215
2025-04-09,XRP,2.3742,13244343.76,0.2221
2025-04-09,ADA,1.0562,26513656.0,0.7709
2025-04-09,DOT,1.171,20011992.32,0.2291
2025-04-09,MATIC,1.8248,21149647.0,0.1204
2025-04-10,BTC,1.7826,11287626.3,0.5145
2025-04-10,ETH,1.4221,32598895.87,0.244
2025-04-10,SOL,2.0037,36966651.12,0.1438
2025-04-10,BNB,0.9628,39623131.86,0.2309
2025-04-10,XRP,1.3216,22217117.73,0.2836
2025-04-10,ADA,2.1802,25164030.82,0.5474
2025-04-10,DOT,1.7552,28674953.69,0.5109
2025-04-10,MATIC,1.3567,38511747.71,0.5322
2025-04-11,BTC,2.102,32651511.16,0.3082
2025-04-11,ETH,1.7832,6559582.68,0.1938
2025-04-11,SOL,0.9886,15825960.11,0.2281
2025-04-11,BNB,1.9095,24454644.52,0.3928
2025-04-11,XRP,1.0206,19115818.44,0.23
2025-04-11,ADA,1.8168,32124182.91,0.5517
2025-04-11,DOT,2.3998,26306328.18,0.4427
2025-04-11,MATIC,1.0245,16212360.62,0.4157
2025-04-12,BTC,0.8858,18079645.23,0.1067
2025-04-12,ETH,1.0185,37239069.51,0.7747
2025-04-12,SOL,1.6087,23788733.61,0.5793
2025-04-12,BNB,1.465,38275455.69,0.4421
2025-04-12,XRP,0.9323,4296149.64,0.6327
2025-04-12,ADA,1.2673,14543822.57,0.4763
2025-04-12,DOT,1.0691,22207498.27,0.6198
2025-04-12,MATIC,2.0255,26088499.75,0.1792
2025-04-13,BTC,0.9827,35554747.17,0.6763
2025-04-13,ETH,1.387,37549658.97,0.1291
2025-04-13,SOL,1.9504,25946837.54,0.7928
2025-04-13,BNB,0.9639,37862970.09,0.6259
2025-04-13,XRP,1.2763,44971132.11,0.4148
2025-04-13,ADA,1.3577,37302600.57,0.4073
2025-04-13,DOT,2.3903,35576529.29,0.2659
2025-04-13,MATIC,2.0971,27692803.67,0.3454
2025-04-14,BTC,1.9372,29576366.5,0.2162
2025-04-14,ETH,1.0228,11678025.56,0.2449
2025-04-14,SOL,0.895,17734250.12,0.2968
2025-04-14,BNB,1.662,16593451.87,0.5928
2025-04-14,XRP,1.2629,14228408.78,0.7006
2025-04-14,ADA,2.3768,31530571.27,0.1667
2025-04-14,DOT,2.3404,35999024.03,0.7431
2025-04-14,MATIC,2.388,39415998.8,0.1888
2025-04-15,BTC,2.1857,13486444.16,0.598
2025-04-15,ETH,2.1256,34981890.67,0.5734
2025-04-15,SOL,1.5831,27251872.23,0.2881
2025-04-15,BNB,1.4628,21983652.35,0.5435
2025-04-15,XRP,2.2082,6909980.93,0.4609
2025-04-15,ADA,1.2452,42326116.79,0.3583
2025-04-15,DOT,2.3204,16746149.77,0.1017
2025-04-15,MATIC,2.0386,33774409.11,0.6117
2025-04-16,BTC,1.5335,30894040.47,0.3508
2025-04-16,ETH,0.9013,25445827.5,0.2525
2025-04-16,SOL,1.4874,11897761.59,0.288
2025-04-16,BNB,2.1253,17185716.52,0.5046
2025-04-16,XRP,1.7058,23384191.97,0.3406
2025-04-16,ADA,1.8921,5033188.97,0.1697
2025-04-16,DOT,2.0542,22302434.03,0.187
2025-04-16,MATIC,2.1722,21534009.85,0.1005
2025-04-17,BTC,2.3329,11497364.67,0.582
2025-04-17,ETH,1.0111,30299882.37,0.2113
2025-04-17,SOL,2.2924,14508817.24,0.5582
2025-04-17,BNB,1.2006,18617438.24,0.7327
2025-04-17,XRP,1.0648,19646345.81,0.3139
2025-04-17,ADA,1.9191,12834041.34,0.5588
2025-04-17,DOT,1.9259,3045624.76,0.4338
2025-04-17,MATIC,1.0123,12500016.18,0.576
2025-04-18,BTC,0.8149,32215078.51,0.672
2025-04-18,ETH,2.381,20737185.22,0.1925
2025-04-18,SOL,0.9133,19088936.88,0.6115
2025-04-18,BNB,0.9639,16160762.05,0.7167
2025-04-18,XRP,1.0194,35485340.31,0.6272
2025-04-18,ADA,1.013,44703486.52,0.2
2025-04-18,DOT,1.6488,3355939.16,0.555
2025-04-18,MATIC,1.5042,33342145.11,0.5397
2025-04-19,BTC,1.0422,20291815.56,0.5806
2025-04-19,ETH,2.1759,6640897.41,0.1703
2025-04-19,SOL,2.0039,27762104.55,0.3688
2025-04-19,BNB,2.3412,16209154.06,0.1979
2025-04-19,XRP,1.2431,6538446.07,0.4874
2025-04-19,ADA,1.76,28518910.15,0.6453
2025-04-19,DOT,1.9048,38611468.39,0.5609
2025-04-19,MATIC,1.2826,24745463.37,0.4567
2025-04-20,BTC,1.9965,15412766.15,0.1382
2025-04-20,ETH,2.2367,43096203.48,0.4464
2025-04-20,SOL,0.9804,23982466.73,0.5158
2025-04-20,BNB,1.6453,44063271.81,0.7908
2025-04-20,XRP,2.2943,8543280.99,0.7026
2025-04-20,ADA,1.7094,18347323.44,0.5781
2025-04-20,DOT,2.0204,43087025.33,0.6393
2025-04-20,MATIC,0.8267,5836367.91,0.2835
2025-04-21,BTC,0.8637,5539692.1,0.6525
2025-04-21,ETH,1.6106,29399969.23,0.4507
2025-04-21,SOL,1.4647,32476046.82,0.1577
2025-04-21,BNB,1.6585,28873976.34,0.2942
2025-04-21,XRP,1.2959,24474797.33,0.2422
2025-04-21,ADA,2.0929,25528387.26,0.3735
2025-04-21,DOT,1.8149,38050111.71,0.5767
2025-04-21,MATIC,0.9058,32344387.03,0.611
2025-04-22,BTC,2.1543,5432049.65,0.1603
2025-04-22,ETH,1.4952,22041617.38,0.5262
2025-04-22,SOL,1.2949,34151127.38,0.6185
2025-04-22,BNB,0.9911,32731825.5,0.591
2025-04-22,XRP,1.0621,43026680.47,0.4661
2025-04-22,ADA,2.0528,33272151.76,0.2169
2025-04-22,DOT,1.0031,35807207.16,0.2881
2025-04-22,MATIC,2.2183,35400072.2,0.1205
2025-04-23,BTC,2.0914,14423184.99,0.1447
2025-04-23,ETH,1.9397,27219370.34,0.1539
2025-04-23,SOL,1.5283,18125203.61,0.4497
2025-04-23,BNB,1.707,18442886.67,0.2786
2025-04-23,XRP,0.9646,27104316.82,0.6059
2025-04-23,ADA,1.1654,24370645.17,0.1308
2025-04-23,DOT,2.1807,13271160.91,0.4302
2025-04-23,MATIC,1.4128,9303556.07,0.7518
2025-04-24,BTC,2.172,26220321.12,0.7398
2025-04-24,ETH,1.9851,20613510.78,0.3253
2025-04-24,SOL,1.466,33252092.7,0.2899
2025-04-24,BNB,0.9246,18657943.0,0.4514
2025-04-24,XRP,2.2431,10532462.71,0.663
2025-04-24,ADA,2.3703,43071335.11,0.1482
2025-04-24,DOT,1.5442,14856888.57,0.6914
2025-04-24,MATIC,1.3237,26229838.6,0.1056
2025-04-25,BTC,1.1211,26679883.11,0.3127
2025-04-25,ETH,1.7963,22484921.0,0.5142
2025-04-25,SOL,1.5894,35449757.04,0.2368
2025-04-25,BNB,2.2407,34940253.25,0.2716
2025-04-25,XRP,0.8102,20221516.6,0.2631
2025-04-25,ADA,1.3543,38262108.29,0.714
2025-04-25,DOT,2.3216,3061405.7,0.5601
2025-04-25,MATIC,2.1584,33543031.64,0.1728
2025-04-26,BTC,1.6477,13003038.97,0.4444
2025-04-26,ETH,0.8958,44872289.34,0.5982
2025-04-26,SOL,0.9488,41693524.92,0.7281
2025-04-26,BNB,1.6316,32435570.21,0.3607
2025-04-26,XRP,2.3593,6565901.54,0.1669
2025-04-26,ADA,1.0136,37438441.46,0.1524
2025-04-26,DOT,1.7085,21269280.89,0.775
2025-04-26,MATIC,1.1788,13961619.43,0.3205
2025-04-27,BTC,2.0813,32430475.47,0.6147
2025-04-27,ETH,1.3089,14422146.62,0.1523
2025-04-27,SOL,1.1243,35757353.26,0.5093
2025-04-27,BNB,1.0487,9903749.19,0.4262
2025-04-27,XRP,1.4504,25508831.06,0.7752
2025-04-27,ADA,1.1322,15948924.16,0.2855
2025-04-27,DOT,0.9919,9619845.84,0.5802
2025-04-27,MATIC,2.1222,32268875.3,0.1282
2025-04-28,BTC,2.1375,16767333.67,0.1638
2025-04-28,ETH,1.1972,17941195.73,0.4594
2025-04-28,SOL,1.8835,13927005.29,0.7935
2025-04-28,BNB,0.8497,19984473.51,0.4165
2025-04-28,XRP,1.9969,13493810.39,0.4234
2025-04-28,ADA,2.0862,8871307.65,0.1084
2025-04-28,DOT,2.1286,44267823.97,0.1915
2025-04-28,MATIC,2.1179,18634069.24,0.5412
2025-04-29,BTC,1.8315,27457599.66,0.2812
2025-04-29,ETH,2.1004,3915607.68,0.1451
2025-04-29,SOL,2.244,21624115.6,0.1902
2025-04-29,BNB,2.2481,37832959.44,0.3321
2025-04-29,XRP,0.8683,22361786.72,0.2176
2025-04-29,ADA,1.7182,37510786.86,0.3765
2025-04-29,DOT,0.8472,31694942.5,0.221
2025-04-29,MATIC,1.1435,10860346.78,0.2959
2025-04-30,BTC,2.2135,4455276.64,0.5334
2025-04-30,ETH,1.1933,15394416.85,0.3884
2025-04-30,SOL,1.6811,5561120.9,0.2958
2025-04-30,BNB,1.0196,11377227.88,0.7193
2025-04-30,XRP,1.6413,29491684.33,0.6615
2025-04-30,ADA,2.0718,44554951.86,0.6473
2025-04-30,DOT,1.3746,25869747.85,0.4393
2025-04-30,MATIC,2.2603,24100516.73,0.3719
